"route_name","state_num","route","st_abrev","country","population_100km","population_200km","population_300km","pop_5th_percentile_100km","pop_5th_percentile_200km","pop_5th_percentile_300km","bcr","latitude","longitude","n_surveys_total","n_surveys_since_2018","Surveyed_by_in_1966","Surveyed_by_in_1967","Surveyed_by_in_1968","Surveyed_by_in_1969","Surveyed_by_in_1970","Surveyed_by_in_1971","Surveyed_by_in_1972","Surveyed_by_in_1973","Surveyed_by_in_1974","Surveyed_by_in_1975","Surveyed_by_in_1976","Surveyed_by_in_1977","Surveyed_by_in_1978","Surveyed_by_in_1979","Surveyed_by_in_1980","Surveyed_by_in_1981","Surveyed_by_in_1982","Surveyed_by_in_1983","Surveyed_by_in_1984","Surveyed_by_in_1985","Surveyed_by_in_1986","Surveyed_by_in_1987","Surveyed_by_in_1988","Surveyed_by_in_1989","Surveyed_by_in_1990","Surveyed_by_in_1991","Surveyed_by_in_1992","Surveyed_by_in_1993","Surveyed_by_in_1994","Surveyed_by_in_1995","Surveyed_by_in_1996","Surveyed_by_in_1997","Surveyed_by_in_1998","Surveyed_by_in_1999","Surveyed_by_in_2000","Surveyed_by_in_2001","Surveyed_by_in_2002","Surveyed_by_in_2003","Surveyed_by_in_2004","Surveyed_by_in_2005","Surveyed_by_in_2006","Surveyed_by_in_2007","Surveyed_by_in_2008","Surveyed_by_in_2009","Surveyed_by_in_2010","Surveyed_by_in_2011","Surveyed_by_in_2012","Surveyed_by_in_2013","Surveyed_by_in_2014","Surveyed_by_in_2015","Surveyed_by_in_2016","Surveyed_by_in_2017","Surveyed_by_in_2018","Surveyed_by_in_2019","Surveyed_by_in_2021","Surveyed_by_in_2022","Surveyed_by_in_2023"
"PINKUT CREEK",11,68,"BC","CA",20448,139885,202747,FALSE,FALSE,FALSE,10,54.41321,-125.41909000000001,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000406,1000406,NA,1000406,1000406,1000406,1000406,NA,1000406,NA,NA,NA,NA,1000406,NA,1000406,NA,NA,NA,NA,NA,NA
"FRASER LAKE",11,67,"BC","CA",20652,150879,224838,FALSE,FALSE,FALSE,10,54.08715,-124.83168,2,NA,NA,NA,NA,NA,NA,1020038,NA,NA,NA,NA,NA,NA,1080149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ormond Lake",11,167,"BC","CA",20652,150879,224838,FALSE,FALSE,FALSE,10,54.08715,-124.83168,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120442,1120442,1020378,1020378,1020378,1020378,1020378,1020378,1020378,1020378,1020378,1020378,NA,1020378,1020378,1020378,1020378,1020378,NA,NA,NA,1020378
"ALEXIS CREEK",11,46,"BC","CA",21177,159688,458803,FALSE,FALSE,FALSE,10,52.255100000000006,-123.52471,24,NA,NA,NA,NA,NA,NA,NA,NA,980181,980181,980181,980181,980181,980181,980181,980181,980181,980181,980181,980181,980181,980181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010196,1000379,1000379,1000379,1000379,1000379,NA,NA,NA,NA,NA,1000379,NA,NA,NA,1000379,1000379,1000379,NA,NA,NA,NA,NA
"ILLECILEWAET",11,230,"BC","CA",22275,562141,2643375,FALSE,FALSE,FALSE,10,51.18085,-117.76182000000001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180048,1180048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLETCHER LAKE",11,236,"BC","CA",22610,95987,3242260,FALSE,FALSE,FALSE,10,51.794830000000005,-123.07011,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190417,NA,1190417,NA,1190417,1190417,1190417,1190417,NA,1190417,1190417,NA,1190417,1190417,NA,1190417,1190417,NA,1190417,NA,NA
"MT MORICE",11,69,"BC","CA",23387,72692,186630,FALSE,FALSE,FALSE,10,54.36058,-126.79256000000001,22,3,NA,NA,NA,NA,NA,1020038,NA,NA,NA,1040181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120217,1120217,1120217,1120217,1120217,1120217,1090876,1000406,NA,NA,NA,1020378,1020378,1020378,1020378,1020378,NA,1020378,1020378,1020378,1020378,1020378,NA,NA,1020378,1020378
"GOLDEN",11,29,"BC","CA",27180,623829,2748026,FALSE,FALSE,FALSE,10,51.321889999999996,-116.98707,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070086,NA,1070086,NA,1070086,NA,NA,1070086,1070086,1070086,1220025,1220025,1220025,NA,1220025,1220025,1220025,1220025,1220025,1220025,1220025,1220025,1220025,1220025,1220025,1220025,NA,1220025,1220025,1220025,1220025,NA,NA,NA,1220025,1220025,1220025,1220025,1220025,1220025,1220025,NA,NA,NA,NA
"Kitimat",11,371,"BC","CA",28943,72189,89811,FALSE,FALSE,FALSE,5,54.001414,-128.70077899999998,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160470,1160470,1160470,1160470,1160470,1160470,NA
"PAVILION",11,222,"BC","CA",31202,1608931,4532916,FALSE,FALSE,FALSE,9,50.88093,-121.82872999999998,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120115,1120115,1120115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,NA,NA,NA,NA
"PENNINGTON",11,137,"BC","CA",31449,34534,36214,FALSE,FALSE,FALSE,4,60.00179,-134.66026,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090408,1040331,1040331,NA,1180072,NA,NA,NA,NA,NA,980733,980733,980733,980733,980733,980733,980733,NA,NA,980733,980733,NA,980733,980733,NA,980733,980733,980733,980733,NA,980733,980733,980733,980733,NA,980733
"SHALALTH",11,23,"BC","CA",33013,3222938,4556167,FALSE,FALSE,FALSE,9,50.7898,-122.22407,16,NA,NA,NA,980101,NA,980101,980101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040233,1040233,1040233,1040233,NA,NA,1040233,NA,1150880,1150880,1150880,NA,1150880,1150880,1150880,NA,1150880,NA,1150880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNCAN LAKE",11,317,"BC","CA",34208,587732,2653229,FALSE,FALSE,FALSE,10,50.5367,-116.99291600000001,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060395,NA,1151690
"LAKELSE",11,71,"BC","CA",34509,72975,93906,FALSE,FALSE,FALSE,5,54.37165999999999,-128.58215,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040530,NA,NA,NA,NA,NA,NA,1190194,1190194,1190194,NA,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,NA,1190194
"KITSUMKALUM",11,271,"BC","CA",36620,68590,85178,FALSE,FALSE,FALSE,5,54.82941,-128.84598,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020038,1020038,1020038,1020038,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,NA,1190194,NA,1190194,NA,1190194,1190194,1190194,1190194,NA,1190194,NA,1190194,1190194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RISKE CREEK",11,235,"BC","CA",37496,145117,1158333,FALSE,FALSE,FALSE,10,51.95592,-122.40933,21,1,NA,NA,NA,NA,NA,NA,NA,NA,1190147,1190147,1190147,1190147,NA,NA,NA,NA,NA,NA,NA,NA,NA,980181,980181,1140252,1140252,1140252,1140252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090954,1090954,1090954,1090954,1090954,1090954,1090954,1090954,NA,NA,NA,1080672,1080672,NA,1080672,NA,NA,NA
"Glen Vowell",11,181,"BC","CA",38307,73104,92201,FALSE,FALSE,FALSE,5,55.196991000000004,-127.74637,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151123,1151123,NA,1151123,1151123,NA,1030771
"KISPIOX",11,81,"BC","CA",38307,72704,92276,FALSE,FALSE,FALSE,5,55.15831000000001,-127.88629999999999,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020138,1020138,NA,1150751,1150751,1150751,1150751,1150751,1150751,1150751,1150751,1151123,1151123,1151123,1151123,1151123,1151123,1151123,1151123,1151123,1151123,1151123,1151123,NA,NA,NA,NA,NA,NA,NA
"LAC LA HACHE",11,234,"BC","CA",39947,215688,763169,FALSE,FALSE,FALSE,10,51.97885,-121.46523,30,3,NA,NA,NA,NA,NA,NA,NA,980186,980186,980186,980186,980186,NA,NA,NA,1140176,1150403,1140176,1140176,1140176,1140176,NA,NA,NA,NA,NA,NA,NA,NA,1000328,NA,NA,NA,NA,1090698,1090698,1090698,NA,1090698,1090698,1090698,1090698,1090698,1090698,1090698,1090698,1090698,1090698,1190900,1190900,NA,NA,NA,NA,1020576,1020576,1020576
"Dog Creek",11,335,"BC","CA",40033,201068,1461832,FALSE,FALSE,FALSE,10,51.9157667,-122.10891699999999,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091402,NA
"KEITHLEY CR.",11,44,"BC","CA",40798,166232,463028,FALSE,FALSE,FALSE,10,52.89753,-121.33773,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070261,1070261,NA,NA,NA,1070261,1070261,1070261,NA
"SMITHERS",11,70,"BC","CA",40963,62958,96811,FALSE,FALSE,FALSE,10,55.00224,-127.31882999999999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TELKWA HI RD",11,270,"BC","CA",40963,62958,96811,FALSE,FALSE,FALSE,10,55.00224,-127.31882999999999,35,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070103,NA,1070103,1090265,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120217,1120217,1120217,1120217,1120217,1120217,NA,1120217,1120217,1120217,1120217,1120217,1120217,1120217,1120217,NA,1190656,1190656,1190656,1190656,1190656,1190656,1190656,1190656,1190656,1190656,1190656,1190656,1190656,NA,1190656,1190656,1190656,1190656,1190656
"BEAVERFOOT",11,118,"BC","CA",41199,1734260,2772529,FALSE,FALSE,FALSE,10,51.249,-116.67451,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080308,1080308,1080308,NA,1080308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WINGDAM",11,54,"BC","CA",41354,164961,363095,FALSE,FALSE,FALSE,10,53.03893000000001,-121.98128000000001,12,5,NA,NA,1030041,1030041,1070072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070261,1070261,1070261,1070261,1070261,1070261,1070261,1070261,1070261
"HUDSON HOPE",11,85,"BC","CA",41548,84108,309930,FALSE,FALSE,FALSE,6,56.03028,-121.90827,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120309,1120309,1120309,1120309,1120309,NA,NA,NA,NA,NA,1120309,NA,NA,NA,NA,NA,NA,1120309,1120309,NA,NA,1120309,1120309,1120309,1120309,1120309
"HENDRIX LAKE",11,43,"BC","CA",41588,243058,760744,FALSE,FALSE,FALSE,10,52.091717900000006,-120.79321800000001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GERRARD",11,218,"BC","CA",43305,587804,2534287,FALSE,FALSE,FALSE,10,50.33732,-116.99999000000001,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000095,1000095,1000095,1000095,1000095,1000095,1000095,1000095,1000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060395,NA,NA,NA,NA,NA,1151690,1151690
"KWINITSA",11,72,"BC","CA",44035,69144,83942,FALSE,FALSE,FALSE,5,54.333079999999995,-129.29622,44,4,NA,NA,NA,1020038,1020038,NA,1020038,1020038,1020038,1020038,1020038,1020038,1190194,1190194,1190194,1190194,1190194,1190194,NA,1190194,1190194,1190194,1190194,1190194,NA,1190194,1190194,1190194,1190194,1190194,NA,NA,1190194,1190194,NA,NA,1190194,1190194,1190194,NA,1190194,1190194,1190194,1190194,NA,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,1190194,NA,1190194,1190194
"DUFFEY LAKE",11,423,"BC","CA",44483,3489170,4562304,FALSE,FALSE,FALSE,9,50.43183,-122.25638,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190433,1190433,1190433,1190433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140321,1140321,1140321,1140321,1140321,1140321,1140321,1140321,NA,NA,NA,NA,1091413
"SPILLIMACHEEN",11,17,"BC","CA",46319,1812044,2862542,FALSE,FALSE,FALSE,10,50.924350000000004,-116.47838999999999,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020186,1020186,NA,1020186,1020186,1020186,NA,1020186,1020186,1020186,NA,NA,NA,NA,1030681,1030681,1030681,NA,1190910,1190910,1190910,1190910,1190910,1190910
"MEADOWLAKE",11,34,"BC","CA",46374,247151,4117800,FALSE,FALSE,FALSE,10,51.41319,-121.97944,12,NA,NA,NA,980101,NA,980101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120272,1120272,1120272,1120272,NA,NA,NA,NA,NA,NA,1090954,1090954,NA,1090954,1090954,1090954,1090954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOOTENAY",11,116,"BC","CA",46444,1818916,2803561,FALSE,FALSE,FALSE,10,50.632780000000004,-116.05593999999999,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040262,1040262,1040262,1040262,1040262,1040262,NA,1040262,1040262,NA,NA,NA,1040262,1040262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140728,NA,NA,NA,NA,NA
"CANAL FLATS",11,216,"BC","CA",46891,1834289,2779127,FALSE,FALSE,FALSE,10,50.6492,-115.84356000000001,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080691,1080691,1080691,1080691,NA,NA
"TOBY CREEK RD",11,217,"BC","CA",53438,1828015,2778924,FALSE,FALSE,FALSE,10,50.517019,-116.030916,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981420,NA,NA,NA
"MELDRUM CR.",11,245,"BC","CA",53947,147354,522322,FALSE,FALSE,FALSE,10,52.124320000000004,-122.34963,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120360,1120360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HORSEFLY",11,244,"BC","CA",54450,174022,510983,FALSE,FALSE,FALSE,10,52.473310000000005,-121.38517999999999,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010052,1010052,1010052,1010052,1010052,1010052,1010052,1010052,1010052,NA,NA,NA,NA,980186,NA,NA,NA,NA,NA,NA,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445,1190445
"WILLIAMS LK",11,45,"BC","CA",55694,185498,531695,FALSE,FALSE,FALSE,10,52.14952,-122.06768000000001,47,3,NA,NA,NA,NA,NA,NA,NA,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,NA,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,1140109,970382,970382,970382,1070558,1070558,1070558,1070558,1070558,1070558,1070558,1070558,NA,1091402,NA
"Rose Prairie",11,284,"BC","CA",55834,178797,224070,FALSE,FALSE,FALSE,6,56.586734,-120.635607,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000627,1000627,NA,1000627,970439,970439,NA,970439,970439
"FT ST JOHN",11,84,"BC","CA",58559,193564,236442,FALSE,FALSE,FALSE,6,56.363,-120.39971,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010002,NA,NA,NA,NA,NA,NA,1150385,1150385,NA,1150385,1150385,1150385,1150385,NA,1150385,1150385,NA,NA,NA,NA,1190450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUKUNKA FALLS",11,185,"BC","CA",59629,233275,336714,FALSE,FALSE,FALSE,10,55.577679999999994,-121.59120000000001,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150870,NA,1150870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000627,1000627,1000627,1000627,1000627,NA,NA,1000627,1000627
"EVE RIVER",11,27,"BC","CA",60862,271979,3569951,FALSE,FALSE,FALSE,5,50.315795,-126.23576999999999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Groundbirch",11,175,"BC","CA",61809,176170,318092,FALSE,FALSE,FALSE,6,55.925337000000006,-120.992768,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000627,1000627,NA,NA,NA,NA,NA,NA
"TREMBLAY",11,275,"BC","CA",61809,176170,318092,FALSE,FALSE,FALSE,6,55.925337000000006,-120.992768,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000627,1000627,NA,1000627,NA
"ZINCTON",11,18,"BC","CA",64980,644624,2454259,FALSE,FALSE,FALSE,10,50.03801000000001,-117.20572999999999,23,2,NA,NA,NA,1090123,NA,NA,NA,1150239,1150239,1150239,1150239,NA,1000095,1000095,1000095,1000095,1000095,1000095,NA,NA,1000095,980419,1000095,1000095,1000095,NA,NA,NA,1000095,1000095,NA,1000095,NA,1000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981387,NA,NA,NA,NA,NA,1151690,1151690
"COLUMBIA LK",11,16,"BC","CA",67931,1823892,2732359,FALSE,FALSE,FALSE,10,50.239270000000005,-115.87449,5,1,NA,NA,NA,NA,NA,NA,NA,1090177,NA,1090177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190910,1190910,NA,NA,NA,NA
"WINDERMERE",11,316,"BC","CA",67931,1823892,2732359,FALSE,FALSE,FALSE,10,50.239270000000005,-115.87449,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190910,1190910,1190910,1190910
"BORDER ROAD",11,3,"BC","CA",68935,1017110,2084785,FALSE,FALSE,FALSE,10,49.29379000000001,-114.73244,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030167,NA,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,1030167,NA,1041171,1041171
"TOKAY",11,4,"BC","CA",76276,900551,2460963,FALSE,FALSE,FALSE,10,49.46161,-115.51624000000001,8,3,NA,NA,1040060,NA,NA,1000075,NA,NA,NA,1120115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000579,1000579,NA,NA,NA,NA,NA,990935,NA,981499,981499
"Premier Lake",11,304,"BC","CA",84929,1502161,2545453,FALSE,FALSE,FALSE,10,49.72421000000001,-115.79342000000001,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990833,990833,NA,NA,990935,990935,NA,981499,981499
"WASA",11,204,"BC","CA",85445,1506274,2527869,FALSE,FALSE,FALSE,10,49.64847,-115.64972,30,NA,NA,NA,NA,NA,NA,NA,NA,1190143,1190143,1090143,1190143,1190143,1190143,1190143,1190143,1190143,1190143,1190143,1190143,NA,NA,NA,NA,1190143,1190143,NA,NA,1140313,NA,1140313,1140313,1140313,1140313,1140313,1140313,1140313,NA,NA,1140515,NA,1140313,1140313,1140313,1140313,1140313,990833,990833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALMO",11,6,"BC","CA",87319,544573,1018558,FALSE,FALSE,FALSE,10,49.14681,-117.25726000000002,20,1,NA,NA,NA,1090123,NA,NA,NA,NA,NA,1040165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980823,980823,980823,980823,980823,980823,980823,980823,980823,980823,980823,980823,980823,980823,980823,980823,980823,980823,NA,NA,NA,NA
